时间戳,硝化液回流流量_平均值,硝化液回流流量_变化值,硝化液回流流量_变化率,循环流量1_平均值,循环流量1_变化值,循环流量1_变化率,厂区环境温度_平均值,厂区环境温度_变化值,厂区环境温度_变化率,厂区环境湿度_平均值,厂区环境湿度_变化值,厂区环境湿度_变化率,一级生化出口PH值_实时值,一级生化出口PH值_HRT平均值,一级生化出口COD_实时值,一级生化出口COD_HRT平均值,一级生化出口氨氮_实时值,一级生化出口氨氮_HRT平均值,一级生化出口SV30_实时值,一级生化出口SV30_HRT平均值,一级生化出口MLSS_实时值,一级生化出口MLSS_HRT平均值,一级生化出口总氮_实时值,一级生化出口总氮_HRT平均值,超滤系统出口PH值_实时值,超滤系统出口PH值_HRT平均值,超滤系统出口COD_实时值,超滤系统出口COD_HRT平均值,超滤系统出口氨氮_实时值,超滤系统出口氨氮_HRT平均值,超滤系统出口COD_输出_t+120min,超滤系统出口氨氮_输出_t+120min
2026-03-25 04:00:00,62.62706921698109,2.5694499999999962,0.04085848276613059,224.70517985849045,-2.1948250000000087,-0.009703163245586115,16.145377358490574,0.4499999999999993,0.028089887640449396,87.52358490566037,-2.6000000000000085,-0.029312288613303365,8.1,8.116464666666085,509.2,655.8743799997795,10.0,10.815441999998736,99.0,99.0,27.866666666666667,28.08491111110868,409.9,369.8552266667446,8.3,8.339189333331994,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-25 06:00:00,62.235931471698095,-5.168982999999997,-0.07959935322425404,223.20255110377366,-2.3150939999999878,-0.010303339448654723,15.820566037735853,0.5,0.03178639542275906,88.1075471698113,-2.700000000000003,-0.03050847457627122,8.1,8.114624666666002,509.2,654.8159799997736,10.0,10.806081999998632,99.0,99.0,27.866666666666667,28.187844444442263,409.9,370.4344266667476,8.3,8.337909333331966,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-25 08:00:00,59.751561764150956,0.6967619999999997,0.012055961537862588,221.94616206603777,0.420929000000001,0.0018956688796817145,16.395754716981134,0.5500000000000007,0.0340768277571252,85.68490566037732,-1.4000000000000057,-0.01624129930394438,8.1,8.273809455628614,509.2,645.5239311587588,10.0,10.727195670225816,99.0,99.0,27.866666666666667,20.708933497512604,409.9,344.91835571720947,8.3,8.52494201196682,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-25 10:00:00,59.0344913679245,1.175925999999997,0.02046901574079326,220.98702483018857,-0.21046400000000176,-0.000953512988873512,18.076509433962265,3.41,0.20249406175771972,80.82264150943395,-8.899999999999991,-0.1055753262158955,8.1,8.110944666665834,509.2,652.6991799997617,10.0,10.787361999998428,99.0,99.0,27.866666666666667,28.393711111109425,409.9,371.5928266667536,8.3,8.33534933333191,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-25 12:00:00,59.3336205471698,1.1921309999999963,0.020936685148402943,220.17662521698117,-0.21046400000000176,-0.0009562483137845249,19.752924528301897,0.5199999999999996,0.026183282980866043,74.75377358490564,-2.6000000000000085,-0.034574468085106495,8.1,8.10911999999908,509.2,651.6394199997557,10.0,10.777918666664991,99.0,99.0,27.866666666666667,28.496642444443005,409.9,372.1717133334232,8.3,8.33408399999855,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-25 14:00:00,51.51352198113208,1.2777749999999983,0.02079013123372218,198.86476549999998,5.111221999999998,0.02323565885460859,22.18735849056603,-0.7199999999999989,-0.031718061674008764,68.4245283018868,-0.19999999999998863,-0.0029154518950435665,8.1,8.24370700981519,509.2,643.3818146685876,10.0,10.966777958109946,99.0,99.0,27.866666666666667,22.88289924517539,409.9,353.64122807022665,8.3,8.465471056492001,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-25 16:00:00,59.7964200754717,2.8449060000000017,0.04719116142214545,221.0513605471697,-3.5477909999999895,-0.01592585008098933,23.946132075471702,1.3199999999999967,0.05636208368915443,64.16415094339625,-1.2000000000000028,-0.018320610687022943,8.1,8.235940768693762,509.2,642.5341810571935,10.0,11.02356618400999,99.0,99.0,27.866666666666667,23.430930992520302,409.9,355.92645719683014,8.3,8.450409778904381,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-25 18:00:00,59.93423889622643,-7.599533000000001,-0.12057434995920452,218.0324817830187,-3.0968019999999967,-0.014112808985062952,23.227452830188682,-1.5,-0.0633445945945946,66.57924528301888,3.200000000000003,0.048706240487062444,8.1,8.209168632357636,509.2,641.1332210077529,10.0,11.1947431762375,99.0,99.0,27.866666666666667,24.96878961472374,409.9,362.072435372892,8.3,8.40835989023899,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-25 20:00:00,59.07789740566038,5.201388999999999,0.09364061095343981,216.33944052830194,-2.0144349999999918,-0.00924610164983128,20.53311320754717,-2.700000000000003,-0.12356979405034337,73.98113207547168,9.799999999999997,0.14060258249641316,8.1,8.221207381209863,509.2,640.6573358720178,10.0,11.126722887195694,99.0,99.0,27.866666666666667,24.458907629065106,409.9,360.2934756982936,8.3,8.422093761331386,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-25 22:00:00,59.26220859433964,1.900463000000002,0.031651183016182506,215.1023054245283,-0.42091400000001045,-0.0019518958582774048,18.787452830188688,-0.759999999999998,-0.03968668407310695,79.66226415094337,2.299999999999997,0.029299363057324803,8.1,8.21716718337692,509.2,639.7824811435638,10.0,11.14887788626087,99.0,99.0,27.866666666666667,24.72512455076876,409.9,361.5334736940168,8.3,8.414673083148747,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-26 00:00:00,59.35746631132075,0.4305530000000033,0.007009039913595498,214.04372718867916,-0.721587999999997,-0.0033621430514550726,17.824905660377357,-0.8499999999999979,-0.0468319559228649,82.98301886792456,3.200000000000003,0.03926380368098163,8.1,8.219139673371759,509.2,639.2014887662701,10.0,11.12089686907819,99.0,99.0,27.866666666666667,24.551279737736508,409.9,361.0469593071192,8.3,8.419259225837912,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-26 02:00:00,59.17619687735849,-2.4583319999999986,-0.039825975889357296,213.28916471698113,-1.2928309999999783,-0.006039001842327752,16.89566037735848,-0.4200000000000017,-0.024207492795389144,87.06132075471699,2.1999999999999886,0.025912838633686555,7.76,8.214694395713785,565.8,638.2823377339821,10.0,11.145824023635033,99.0,99.0,31.043333333333333,24.84492860000636,417.2166666666666,362.4023920537384,8.02,8.411074693007393,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-26 04:00:00,59.179975150943385,0.1875040000000041,0.003144965439579955,212.4001831981132,-0.8719179999999938,-0.004091819798418159,16.668584905660378,0.10999999999999943,0.006678809957498448,88.26698113207549,0.19999999999998863,0.002249718785151728,7.76,8.213437059276385,565.8,637.9583185475393,10.0,11.129557344979014,99.0,99.0,31.043333333333333,24.789638475653422,417.2166666666666,362.348538131485,8.02,8.41137436876971,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-26 06:00:00,58.96872707547172,0.4236099999999965,0.0070514611677576,211.69257714150953,0.21046400000000176,0.0009948443452944735,16.230660377358483,-0.14999999999999858,-0.008971291866028623,90.40754716981131,0.8999999999999915,0.010238907849829254,7.76,8.21446449051428,565.8,637.7832201143858,10.0,11.096231142478532,99.0,99.0,31.043333333333333,24.577028819291492,417.2166666666666,361.6613946479223,8.02,8.416044993380028,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-26 08:00:00,58.912865169811326,1.3726799999999955,0.02267851262145263,211.12162695283035,-1.2928459999999973,-0.006116381795171096,16.375943396226422,0.8299999999999983,0.05164903546981943,90.3518867924528,-3.200000000000003,-0.03489640130861508,7.76,8.173713394726162,565.8,636.5447059394031,10.0,11.209296886419216,99.0,99.0,31.043333333333333,25.672730270103703,417.2166666666666,366.2126402898001,8.02,8.384572430928388,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-26 10:00:00,59.26269520754716,0.22916800000000137,0.003691159025995853,210.2380381132075,-1.2928469999999948,-0.006110302509568976,17.812830188679243,0.9800000000000004,0.056647398843930656,90.55566037735852,4.200000000000003,0.04822043628013781,7.76,8.169874872192656,565.8,636.4029602217506,10.0,11.168824188129044,99.0,99.0,31.043333333333333,25.75815002353272,417.2166666666666,366.7040759855699,8.02,8.38094649203692,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-26 12:00:00,49.22508048113209,0.10185299999999842,0.0016338839945732333,184.00987058490566,-0.7817229999999995,-0.003718917906558105,19.357169811320748,1.5700000000000003,0.08574549426542875,87.64528301886791,-4.200000000000003,-0.046153846153846184,7.76,8.159405994819727,565.8,637.5472465641831,10.0,10.967410874327182,99.0,99.0,31.043333333333333,26.09773169355401,417.2166666666666,368.1111091748581,8.02,8.370228042220301,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-26 14:00:00,59.83166312264151,0.08564400000000205,0.0013782159518793053,207.63527352830187,-3.6379849999999863,-0.017391690826819003,19.310943396226413,-0.17999999999999972,-0.009004502251125548,88.6867924528302,1.3000000000000114,0.01509872241579572,7.76,8.166974496385867,565.8,635.3322455617317,10.0,11.187540073686856,99.0,99.0,31.043333333333333,25.757071789719078,417.2166666666666,367.05844378523466,8.02,8.378518589403795,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-26 16:00:00,60.28231900943393,-4.912037000000005,-0.07879688016113079,205.28544510377367,-1.924223999999981,-0.009337145337201378,23.363113207547176,1.8200000000000003,0.08716475095785442,75.02075471698113,-9.0,-0.1076555023923445,7.76,8.176297605206509,565.8,635.1536944893996,10.0,11.15407579632558,99.0,99.0,31.043333333333333,25.54346632566097,417.2166666666666,366.35167712940313,8.02,8.383331318295687,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-26 18:00:00,59.68439812264147,4.932869000000004,0.0850732288168977,203.70608291509433,-1.0523069999999848,-0.005161965764930689,20.05707547169811,-0.9499999999999993,-0.04543280726924913,82.17169811320755,4.400000000000006,0.05619412515964248,7.76,8.160514772347373,565.8,634.7906370424326,10.0,11.142132356438577,99.0,99.0,31.043333333333333,25.87884501324227,417.2166666666666,367.8576058170075,8.02,8.372703744229279,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-26 20:00:00,59.71730742452827,-1.9814790000000002,-0.03144280443272867,202.77999086792445,0.3607939999999985,0.0017819207179568769,18.705188679245282,-1.5599999999999987,-0.08020565552699223,86.8754716981132,4.0,0.047337278106508875,7.76,8.117286085616529,565.8,638.8096546600357,10.0,10.70850352766396,99.0,99.0,31.043333333333333,27.232117305890377,417.2166666666666,372.7604486058231,8.02,8.333161105510236,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-26 22:00:00,59.76850962264148,-1.6203690000000037,-0.026207391935987846,202.07226793396225,-1.38304100000002,-0.006817522481173856,17.43,-0.5700000000000003,-0.032148900169204755,90.0377358490566,2.3000000000000114,0.02595936794582406,7.76,8.104558942538944,565.8,638.7535581330771,10.0,10.720582681413182,99.0,99.0,31.043333333333333,27.54452890927109,417.2166666666666,373.9882609478536,8.02,8.32297491232688,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-27 00:00:00,59.44366170754716,-0.43981600000000043,-0.007151479674796755,201.219338009434,-0.7516479999999888,-0.0037244716310206993,16.772924528301886,0.08000000000000185,0.004670169293637003,92.03867924528299,0.5,0.005512679162072767,7.76,8.096941891002666,565.8,638.2778671479916,10.0,10.709988509520093,99.0,99.0,31.043333333333333,27.827645181294585,417.2166666666666,375.0426634202501,8.02,8.317493981176623,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-27 02:00:00,59.713777924528266,-0.4375,-0.0070007777023934036,200.96499029245285,-0.15032899999999927,-0.0007468942855350649,16.80075471698114,-1.1600000000000001,-0.06779661016949154,91.63396226415095,4.200000000000003,0.04635761589403977,7.73,8.08303583656568,659.2,637.6265521568581,10.0,10.682236361560031,99.0,99.0,34.22,28.488154530929396,424.5333333333333,377.2000133151776,8.01,8.308365099292017,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-27 04:00:00,59.68021783018867,-0.8263889999999989,-0.013158866479134383,200.43259430188687,-0.24054000000000997,-0.0012002980655366334,16.640849056603773,0.6700000000000017,0.041822721598002606,92.62264150943399,-2.5999999999999943,-0.02733964248159826,7.73,8.079498975175117,659.2,637.7563026643528,10.0,10.675353564107091,99.0,99.0,34.22,28.58875085401977,424.5333333333333,377.7042264481415,8.01,8.305635959917733,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-27 06:00:00,59.73317301886793,2.0300940000000054,0.03555071745731197,199.82587044339624,-1.4732360000000142,-0.007360303423342323,16.248679245283018,-0.46999999999999886,-0.02845036319612584,94.438679245283,3.5999999999999943,0.03875134553283094,7.73,8.074224645709071,659.2,637.344176823728,10.0,10.627871930948276,99.0,99.0,34.22,29.05307050795997,424.5333333333333,379.1885305496631,8.01,8.30353122995282,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-27 08:00:00,59.92551266037737,-1.5972170000000006,-0.026262618423260945,199.55519936792456,-1.1725770000000182,-0.005861729389359626,16.35943396226416,0.6699999999999999,0.04237824161922833,94.07924528301886,-2.799999999999997,-0.029106029106029076,7.73,8.071453809130759,659.2,637.1680655004278,10.0,10.599362601242351,99.0,99.0,34.22,29.277939312124648,424.5333333333333,380.0050436280676,8.01,8.302317760300754,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-27 10:00:00,59.91626029245283,0.8333319999999986,0.013875483069471985,199.26964987735846,-1.0523070000000132,-0.005266038410728152,17.43896226415095,1.3300000000000018,0.07837360047142027,90.01698113207549,-6.5,-0.07065217391304347,7.73,8.068645439506515,659.2,636.988214791831,10.0,10.570376890357055,99.0,99.0,34.22,29.506558955574786,424.5333333333333,380.8343533397305,8.01,8.301092273157344,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-27 12:00:00,60.82827549056603,0.8009259999999969,0.012725267579428528,198.83280512264145,-0.9019770000000165,-0.00451306617008205,20.16905660377358,1.5500000000000007,0.08196721311475413,80.38867924528302,-5.299999999999997,-0.06257378984651708,7.73,8.07119582820233,659.2,633.6375461550931,10.0,10.53031029344798,99.0,99.0,34.22,30.41691520372728,424.5333333333333,384.9002353653207,8.01,8.303904256008613,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-27 14:00:00,39.064685273584914,64.340282,6948.945026460741,127.0314688301887,-4.179169000000002,-0.020220089018402332,20.608301886792443,-0.2799999999999976,-0.013365155131264801,78.26320754716981,0.10000000000000853,0.0012771392081737999,7.73,8.07384123780413,659.2,631.326417759586,10.0,10.541588967370114,99.0,99.0,34.22,30.53924655229941,424.5333333333333,386.9082363494365,8.01,8.302714429868994,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-27 16:00:00,60.80280631132077,-0.45833499999999816,-0.007971364550961708,200.67731071698105,-1.6536260000000027,-0.008208514432655687,20.368584905660374,-2.6899999999999977,-0.12384898710865552,79.81320754716978,7.700000000000003,0.1009174311926606,7.73,8.06060339636011,659.2,636.3824942789141,10.0,10.492978441524537,99.0,99.0,34.22,30.15904763338204,424.5333333333333,383.3471656831731,8.01,8.297200409491499,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-27 18:00:00,61.14908614150945,4.520833000000003,0.07780255776278877,199.0604436509433,-1.924225000000007,-0.009591837666542521,18.34650943396227,-2.0400000000000027,-0.1049382716049384,89.50094339622639,9.799999999999997,0.11821471652593482,7.73,8.061485958710126,659.2,635.087235756976,10.0,10.507494885621254,99.0,99.0,34.22,30.38600644720921,424.5333333333333,384.9979253198522,8.01,8.29643605480202,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-27 20:00:00,61.34610514150946,-3.0069459999999992,-0.0470430826472943,198.13680668867923,0.09019499999999425,0.00045450669198174586,16.725471698113207,-0.8299999999999983,-0.048143851508120554,94.63207547169807,1.9000000000000057,0.02043010752688178,7.73,8.127637463587304,659.2,635.1202778397778,10.0,10.9816285010076,99.0,99.0,34.22,26.522474568674724,424.5333333333333,372.13300171787455,8.01,8.343926954961956,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-27 22:00:00,61.32054763207548,-0.8680540000000008,-0.01426395348531497,198.04095440566033,1.3529670000000067,0.0068604273021729625,16.206226415094346,-0.07000000000000028,-0.004302397049784898,95.10188679245286,-1.3000000000000114,-0.013555787278415133,7.73,8.106520838235754,659.2,638.0413750880809,10.0,10.628961619966722,99.0,99.0,34.22,27.21711419825633,424.5333333333333,374.8895565497895,8.01,8.323048269365932,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-28 00:00:00,60.65324262264152,-5.000004000000004,-0.0824679932490436,197.38541568867916,-0.6915290000000027,-0.003494782657387002,16.12009433962264,-0.10000000000000142,-0.006188118811881276,94.78396226415094,-0.5,-0.005268703898840885,7.73,8.117494809061187,659.2,636.3480770964503,10.0,10.844681773042694,99.0,99.0,34.22,26.814427191476472,424.5333333333333,373.4976904096096,8.01,8.334226324816335,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-28 02:00:00,60.9872446981132,2.537036999999998,0.044010762131076506,197.20638852830194,1.0823819999999955,0.0055144463319747395,16.239150943396222,-0.41999999999999815,-0.025500910746812277,93.72830188679247,1.2999999999999972,0.013903743315507991,7.78,8.071858094666641,605.25,639.3896057078217,10.0,10.661230608591524,99.0,99.0,33.943333333333335,28.12862685626988,431.85,378.3233069809895,8.04,8.295659307875763,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-28 04:00:00,60.75818410377353,1.951385000000002,0.031513954511839325,197.06744789622644,1.322905999999989,0.006738819643912935,16.157452830188692,0.019999999999999574,0.001236858379715496,93.70471698113207,-0.5,-0.005324813631522897,7.78,8.095599550685,605.25,638.2739282034684,10.0,10.625105307497584,99.0,99.0,33.943333333333335,27.46448297918669,431.85,376.2185645418616,8.04,8.314117757183697,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-28 06:00:00,60.90485250943395,6.157412999999998,0.10776658451846162,196.66387237735856,1.6536260000000027,0.008495049420313448,15.860377358490561,-0.870000000000001,-0.053374233128834415,95.21415094339618,4.099999999999994,0.043991416309012814,7.78,8.067111747565232,605.25,638.9744827413812,10.0,10.6508567478145,99.0,99.0,33.943333333333335,28.263016311950317,431.85,379.16126857940696,8.04,8.291809787170665,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-28 08:00:00,60.86531460377356,8.335651999999996,0.15117556330709256,195.823120971698,-0.24052399999999352,-0.0012286046818703552,15.986037735849052,0.21000000000000085,0.01324085750315264,94.52075471698116,-2.200000000000003,-0.022988505747126464,7.78,8.065511335751632,605.25,638.7767567963348,10.0,10.647202375109996,99.0,99.0,33.943333333333335,28.291910066410285,431.85,379.4572259299993,8.04,8.29038472862845,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-28 10:00:00,60.75141006603775,6.7523200000000045,0.11878012471357227,195.58261838679246,1.2627709999999865,0.006496169710600293,16.540188679245276,1.5700000000000003,0.09837092731829575,92.44433962264156,-6.0,-0.06349206349206349,7.78,8.133259517291098,605.25,634.3052604293722,10.0,11.029211246577988,99.0,99.0,33.943333333333335,26.326853418483527,431.85,372.2375404329808,8.04,8.346258604958225,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-28 12:00:00,37.66931707547169,-57.504631,-1.0,133.44921398113203,-194.898132,-1.0,17.9761320754717,2.240000000000002,0.13285883748517213,87.4509433962264,-6.6000000000000085,-0.0726072607260727,7.78,8.172753392704754,605.25,635.8416825697217,10.0,10.881644048628097,99.0,99.0,33.943333333333335,24.733140490999247,431.85,365.4795324428024,8.04,8.392869663554274,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-28 14:00:00,60.494046443396215,-2.5694389999999956,-0.04009528032002326,200.33465000943386,-3.8785249999999962,-0.0191698286506631,17.3477358490566,-2.1499999999999986,-0.11571582346609251,89.95377358490565,8.299999999999997,0.09673659673659671,7.78,8.17907101069144,605.25,636.1800635462675,10.0,10.840563512876477,99.0,99.0,33.943333333333335,24.336364176360625,431.85,363.87126790402016,8.04,8.404247192519668,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-28 16:00:00,60.532168641509465,0.04629600000001233,0.0007159431521097178,197.962914509434,-0.7516630000000077,-0.0037803013840617974,16.293867924528303,-0.18999999999999773,-0.011635027556644075,96.24811320754716,2.200000000000003,0.02328042328042331,7.78,8.16528144270675,605.25,635.3392890431925,10.0,10.893490606625008,99.0,99.0,33.943333333333335,25.037119723695707,431.85,367.0222017066365,8.04,8.383203786029371,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-28 18:00:00,60.3093486698113,0.974536999999998,0.016760221093749212,196.56731241509425,-0.420929000000001,-0.0021363394977919007,16.525566037735846,0.5499999999999972,0.03397158739962922,96.22264150943397,-2.1999999999999886,-0.022540983606557263,7.78,8.14800464306316,605.25,634.2889553102443,10.0,10.960903849873668,99.0,99.0,33.943333333333335,25.92004423808565,431.85,370.980748694184,8.04,8.35672509189181,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-28 20:00:00,61.19541997169812,3.861110999999994,0.06557119221914953,195.4611784528301,-0.240524999999991,-0.0012276670757783903,16.35415094339623,-1.0200000000000014,-0.061041292639138316,95.53490566037738,2.1000000000000085,0.022035676810073544,7.78,8.155866612831383,605.25,634.7202264716105,10.0,10.913438555277876,99.0,99.0,33.943333333333335,25.442730264767533,431.85,369.0151244311224,8.04,8.37050653354619,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-28 22:00:00,61.307920745283035,-6.861107000000004,-0.1055028999236412,194.58353974528296,-1.082367000000005,-0.005534717178221092,15.902169811320753,0.23000000000000043,0.014357053682896406,98.65283018867925,-0.7999999999999972,-0.008105369807497438,7.78,8.15036629900054,605.25,634.3625819791588,10.0,10.926538977492584,99.0,99.0,33.943333333333335,25.68620298603852,431.85,370.1935776569301,8.04,8.362939335218869,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-29 00:00:00,61.64917516037733,1.925926000000004,0.03141638088243366,194.16132584905662,0.360794999999996,0.0018589406305952818,16.18132075471698,-0.15000000000000213,-0.009174311926605633,97.11603773584909,0.0,0.0,7.78,8.151392071451514,605.25,634.3919927520235,10.0,10.910689263881968,99.0,99.0,33.943333333333335,25.58048037385456,431.85,369.8426388228495,8.04,8.36573373842119,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-29 02:00:00,61.56199911320756,0.125,0.0019249278152069298,193.73151636792448,-0.8117829999999913,-0.004195585548940947,16.13830188679245,0.00999999999999801,0.0006161429451631553,97.47924528301888,0.10000000000000853,0.0010351966873706887,7.83,8.14305736562515,551.3,633.8624015967871,10.0,10.93576104561327,99.0,99.0,33.666666666666664,25.972958177960333,439.1666666666667,371.6800770902013,8.07,8.35372744735893,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-29 04:00:00,61.333981933962264,4.800919,0.0816630649942823,193.17331708490568,-0.27059900000000425,-0.001400947238496049,15.846226415094335,-0.17999999999999972,-0.011406844106463861,97.92830188679243,1.0999999999999943,0.011258955987717444,7.83,8.137253235315908,551.3,633.2227850522091,10.0,10.95035913929023,99.0,99.0,33.666666666666664,26.23979886157685,439.1666666666667,373.0086900477632,8.07,8.345540623322496,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-29 06:00:00,61.11616028301887,4.425925999999997,0.0782356100724322,192.33655788679238,-0.03007499999998231,-0.00015643503107508322,15.872641509433961,0.10000000000000142,0.006402048655569874,98.31792452830189,-2.0999999999999943,-0.021042084168336618,7.83,8.143854055838453,551.3,633.347268591295,10.0,10.912141468246343,99.0,99.0,33.666666666666664,25.85229726920276,439.1666666666667,371.4453375891617,8.07,8.356831272698045,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-29 08:00:00,61.0930101037736,0.4930569999999932,0.007666581146744306,191.79007850943395,0.18038900000001945,0.0009410892497286454,15.94292452830188,0.3100000000000005,0.01967005076142135,97.82735849056601,-1.2999999999999972,-0.013157894736842077,7.83,8.144452966714626,551.3,633.1133538347619,10.0,10.899882778581492,99.0,99.0,33.666666666666664,25.782961890978832,439.1666666666667,371.2821912687339,8.07,8.358660998550276,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-29 10:00:00,58.5060281037736,-58.162041,-1.0,180.29630743396228,-191.500671,-1.0,16.431415094339627,1.0300000000000011,0.06523115896136802,97.50849056603772,-3.200000000000003,-0.03219315895372236,7.83,8.209225999363161,551.3,637.0555452070923,10.0,10.62239650988838,99.0,99.0,33.666666666666664,22.359649681788444,439.1666666666667,356.1775242436927,8.07,8.460519840197401,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-29 12:00:00,59.916730981132076,-8.756947000000004,-0.13654579278847054,195.24250604716977,-2.8863369999999975,-0.01463561576747392,17.747452830188678,1.2600000000000016,0.07522388059701501,93.17075471698112,-5.400000000000006,-0.05572755417956662,7.83,8.20811392683508,551.3,636.8040688153922,10.0,10.620571344785214,99.0,99.0,33.666666666666664,22.392807279065654,439.1666666666667,356.4208882155087,8.07,8.459374648710808,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-29 14:00:00,59.71439600943397,-1.7569510000000008,-0.02895520414350805,192.85848233962255,-1.864089999999976,-0.009608901784677002,18.718113207547162,0.48999999999999844,0.026849315068493064,90.522641509434,-0.29999999999999716,-0.0032786885245901327,7.83,8.207008357496656,551.3,636.5540630100327,10.0,10.618756852902116,99.0,99.0,33.666666666666664,22.425770976989863,439.1666666666667,356.66282904088,8.07,8.458236154087274,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-29 16:00:00,60.18141727358492,-3.4166719999999984,-0.05416919451442474,191.13358737735848,-0.8719179999999938,-0.004547368796997917,19.5161320754717,0.07000000000000028,0.003606388459556944,90.1509433962264,3.0999999999999943,0.0349492671927846,7.83,8.205909234470063,551.3,636.3055149290552,10.0,10.616952940889574,99.0,99.0,33.666666666666664,22.458542471432576,439.1666666666667,356.9033591668492,8.07,8.457104297755075,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-29 18:00:00,59.89315167924527,-2.513893000000003,-0.039635098767964505,190.71510978301885,-1.322905999999989,-0.006920051954608374,18.599716981132072,-0.0799999999999983,-0.004226096143687179,94.14150943396228,2.4000000000000057,0.02620087336244548,7.83,8.204816501538824,551.3,636.058411860055,10.0,10.615159516483509,99.0,99.0,33.666666666666664,22.491123438546342,439.1666666666667,357.14249089572945,8.07,8.45597902182354,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-29 20:00:00,59.26546482075474,8.671295,0.1595264262880893,189.81049991509445,1.7738960000000077,0.009391410801411077,18.526037735849055,0.00999999999999801,0.0005350454788655971,95.04716981132076,2.299999999999997,0.024468085106382948,7.83,8.203730103138236,551.3,635.812741238014,10.0,10.613376488489546,99.0,99.0,33.666666666666664,22.523515535050528,439.1666666666667,357.3802363872016,8.07,8.454860269073171,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-29 22:00:00,28.196608188679242,-57.701389,-1.0,99.90858753773588,-190.20784,-1.0,18.09698113207547,-1.6000000000000014,-0.08452192287374545,96.90754716981131,2.200000000000003,0.023231256599788835,7.83,8.202649984345948,551.3,635.5684906431711,10.0,10.611603766767557,99.0,99.0,33.666666666666664,22.555720398512133,439.1666666666667,357.6166076603757,8.07,8.45374798294596,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-30 00:00:00,36.80205880188679,65.814819,0.0,0.0,0.0,0.0,17.24632075471698,-0.11999999999999744,-0.0069244085401037195,95.18584905660379,-3.4000000000000057,-0.03497942386831281,7.83,7.990765333333051,551.3,606.4953266665893,10.0,10.461744666666444,99.0,99.0,33.666666666666664,31.204275777772608,439.1666666666667,404.1019327777588,8.07,8.231737333333914,500.0,500.0,10.0,10.0,1126.0,10.0
