时间戳,厌氧进水泵出口1流量_平均值,厌氧进水泵出口1流量_变化值,厌氧进水泵出口1流量_变化率,厌氧进水超越流量_平均值,厌氧进水超越流量_变化值,厌氧进水超越流量_变化率,一级硝化池1#温度_平均值,一级硝化池1#温度_变化值,一级硝化池1#温度_变化率,一级硝化池1#溶解氧DO_平均值,一级硝化池1#溶解氧DO_变化值,一级硝化池1#溶解氧DO_变化率,硝化液回流流量_平均值,硝化液回流流量_变化值,硝化液回流流量_变化率,厂区环境温度_平均值,厂区环境温度_变化值,厂区环境温度_变化率,厂区环境湿度_平均值,厂区环境湿度_变化值,厂区环境湿度_变化率,调节池PH值_实时值,调节池PH值_HRT平均值,调节池COD_实时值,调节池COD_HRT平均值,调节池氨氮_实时值,调节池氨氮_HRT平均值,厌氧出口PH值_实时值,厌氧出口PH值_HRT平均值,厌氧出口COD_实时值,厌氧出口COD_HRT平均值,厌氧出口氨氮_实时值,厌氧出口氨氮_HRT平均值,一级生化出口PH值_实时值,一级生化出口PH值_HRT平均值,一级生化出口COD_实时值,一级生化出口COD_HRT平均值,一级生化出口氨氮_实时值,一级生化出口氨氮_HRT平均值,一级生化出口SV30_实时值,一级生化出口SV30_HRT平均值,一级生化出口MLSS_实时值,一级生化出口MLSS_HRT平均值,一级生化出口总氮_实时值,一级生化出口总氮_HRT平均值,一级生化出口COD_输出_t+120min,一级生化出口氨氮_输出_t+120min
2026-03-11 06:00:00,2.110887056603774,-0.018518999999999952,-0.008703445566219761,0.0,0.0,0.0,25.039780094339648,0.0,0.0,7.0,0.0,0.0,0.00335022641509434,-0.025463,-1.0,7.1393396226415105,-1.1600000000000001,-0.15084525357607284,90.35377358490567,1.5999999999999943,0.017797552836484917,5.998571428571428,5.937451481650726,42360.0,41950.8476196977,1470.7142857142858,1548.2874413341185,7.81,7.809999999998503,2798.0,2798.0,1470.7142857142858,1548.2874413341185,8.68,8.355432006012459,644.6,646.1736630011994,10.0,10.039341575027262,99.0,99.0,15.0,15.0,323.4,323.3999999999843,644.6,10.0
2026-03-11 08:00:00,2.0831432641509435,0.03148099999999987,0.015524875010972538,0.0,0.0,0.0,25.036494443396222,-0.025778999999999996,-0.0010295368322303055,7.0,0.0,0.0,6.289622641509434e-05,0.0,0.0,6.68443396226415,1.3499999999999996,0.19999999999999996,91.73301886792456,-4.1000000000000085,-0.044956140350877284,5.998571428571428,5.937948358124581,42360.0,41954.17383646054,1470.7142857142858,1547.6568079979916,7.81,7.809999999998496,2798.0,2798.0,1470.7142857142858,1547.6568079979916,8.68,8.358070591425212,644.6,646.1608698598005,10.0,10.039021746492388,99.0,99.0,15.0,15.0,323.4,323.3999999999875,644.6,10.0
2026-03-11 10:00:00,1.5255409716981139,-2.1629630000000004,-0.990670227583241,0.0,0.0,0.0,25.011080339622612,-0.01290000000000191,-0.0005157187063888636,7.0,0.0,0.0,0.0004907169811320755,0.0,0.0,12.092358490566042,6.91,0.7790304396843293,76.54905660377356,-18.0,-0.2097902097902098,5.998571428571428,5.938437221000309,42360.0,41957.44640817109,1470.7142857142858,1547.036345483763,7.81,7.809999999998489,2798.0,2798.0,1470.7142857142858,1547.036345483763,8.68,8.360666621868605,644.6,646.1482830455259,10.0,10.038707076135616,99.0,99.0,15.0,15.0,323.4,323.3999999999906,644.6,10.0
2026-03-11 12:00:00,0.01393131132075471,-0.011111,-0.7499831252109348,0.0,0.0,0.0,24.944071783018877,-0.12889499999999998,-0.0051556482177164695,7.0,0.0,0.0,34.77775342452829,69.997685,30236.58099352052,22.439433962264157,10.14,0.6357366771159875,50.30849056603774,-27.599999999999994,-0.39942112879884223,5.998571428571428,5.938918262591445,42360.0,41960.66662222479,1470.7142857142858,1546.4258097079794,7.81,7.809999999998483,2798.0,2798.0,1470.7142857142858,1546.4258097079794,8.68,8.363221118593819,644.6,646.1358976068547,10.0,10.03839744016893,99.0,99.0,15.0,15.0,323.4,323.3999999999936,644.6,10.0
2026-03-11 14:00:00,0.019643990566037745,0.016666,0.999940001199976,0.0,0.0,0.0,24.718749254717018,-0.16753899999999788,-0.006753594010557417,7.0,0.0,0.0,68.666161,-5.039351999999994,-0.07199074285714277,31.284528301886787,2.139999999999997,0.06852385526737102,33.95000000000001,-1.6000000000000014,-0.04719764011799414,5.998571428571428,5.939391669106734,42360.0,41963.83572515006,1470.7142857142858,1545.824964335356,7.81,7.809999999998476,2798.0,2798.0,1470.7142857142858,1545.824964335356,8.68,8.365735070433505,644.6,646.1237087494466,10.0,10.038092718733822,99.0,99.0,15.0,15.0,323.4,323.3999999999966,644.6,10.0
2026-03-11 16:00:00,0.015129849056603759,-0.016666,-0.818163966617575,0.0,0.0,0.0,24.577582962264138,-0.07732500000000186,-0.0031398532672361644,7.0,0.0,0.0,56.94565630188679,-69.314816,-0.9996327819794322,25.263301886792448,-8.739999999999998,-0.2900763358778626,43.84811320754716,15.299999999999997,0.44219653179190743,5.998571428571428,5.939857620890465,42360.0,41966.95492421718,1470.7142857142858,1545.233580473751,7.81,7.80999999999847,2798.0,2798.0,1470.7142857142858,1545.233580473751,8.68,8.368209435078027,644.6,646.1117118299545,10.0,10.037792795746611,99.0,99.0,15.0,15.0,323.4,323.3999999999996,644.6,10.0
2026-03-11 18:00:00,0.011140462264150948,0.0018520000000000012,0.12500843739453266,0.0,0.0,0.0,24.567614660377373,0.025774000000001962,0.0010498735988685268,7.0,0.0,0.0,0.028490745283018863,0.013889,5.999568034557236,20.55075471698113,-1.490000000000002,-0.06965871902758307,49.11698113207546,-3.8000000000000043,-0.07645875251509063,5.998571428571428,5.940316292651536,42360.0,41970.02538897168,1470.7142857142858,1544.6514363834365,7.81,7.809999999998464,2798.0,2798.0,1470.7142857142858,1544.6514363834365,8.68,8.370645140291867,644.6,646.0999023501264,10.0,10.037497558751,99.0,99.0,15.0,15.0,323.4,323.40000000000254,644.6,10.0
2026-03-11 20:00:00,2.0260916509433966,2.096296,0.0,0.0,0.0,0.0,24.574909188679257,0.0,0.0,7.0,0.0,0.0,68.88655900943397,-4.3032460000000015,-0.061474942857142875,17.02490566037736,-3.460000000000001,-0.1790890269151139,53.87452830188679,9.399999999999999,0.1938144329896907,5.998571428571428,5.940767853681862,42360.0,41973.04825269647,1470.7142857142858,1544.0783171998894,7.81,7.809999999998458,2798.0,2798.0,1470.7142857142858,1544.0783171998894,8.68,8.373782000001505,644.6,646.0846933333496,10.0,10.03711733333161,99.0,99.0,15.0,15.0,323.4,323.40000000000566,644.6,10.0
2026-03-11 22:00:00,2.144150528301887,-0.32962999999999987,-0.1372399298541292,0.0,0.0,0.0,24.555455754716984,0.0,0.0,7.0,0.0,0.0,68.82391684905662,3.2500080000000082,0.049741498659301685,15.26962264150943,-0.7199999999999989,-0.04542586750788637,60.04056603773585,2.3999999999999986,0.04109589041095888,5.998571428571428,5.941212468064712,42360.0,41976.024613806425,1470.7142857142858,1543.514014669381,7.81,7.8099999999984515,2798.0,2798.0,1470.7142857142858,1543.514014669381,8.68,8.375404140761598,644.6,646.0768284084484,10.0,10.036920710209223,99.0,99.0,15.0,15.0,323.4,323.4000000000082,644.6,10.0
2026-03-12 00:00:00,2.1182889905660374,0.018517999999999812,0.009190918272893448,0.0,0.0,0.0,24.575152594339635,0.0,0.0,7.0,0.0,0.0,68.59506670754719,0.0,0.0,14.210283018867928,-1.0099999999999998,-0.06796769851951547,63.92264150943394,4.1000000000000085,0.06743421052631593,5.998571428571428,5.941650294873496,42360.0,41978.95553717919,1470.7142857142858,1542.958326896669,7.81,7.809999999998445,2798.0,2798.0,1470.7142857142858,1542.958326896669,8.68,8.37772915209089,644.6,646.0655556262425,10.0,10.036638890654164,99.0,99.0,15.0,15.0,323.4,323.400000000011,581.7,17.96
2026-03-12 02:00:00,1.9773194811320756,-0.03148200000000001,-0.01544076210132087,0.0,0.0,0.0,24.575396000000016,0.0,0.0,7.0,0.0,0.0,68.72381966037736,2.8287049999999994,0.042111812791460985,12.899433962264142,-1.0099999999999998,-0.07437407952871869,69.05094339622644,4.599999999999994,0.0702290076335877,6.012857142857143,5.942082390180492,42000.0,41981.8193295874,1411.5714285714284,1542.4073245736326,7.71,7.809993687265658,3302.0,2798.0318161732216,1411.5714285714284,1542.4073245736326,8.45,8.380004418914213,581.7,646.0504829240649,17.96,10.03686383435226,99.0,99.0,15.0,15.0,328.1,323.40029669845444,581.7,17.96
2026-03-12 04:00:00,1.927089273584905,0.05185200000000023,0.026490147424628723,0.0,0.0,0.0,24.575396000000016,0.0,0.0,7.0,0.0,0.0,68.42743063207546,-0.025467000000006124,-0.0003638142857143732,11.80669811320755,-1.0099999999999998,-0.07977883096366507,73.24528301886792,2.5999999999999943,0.0368794326241134,6.012857142857143,5.942614497837931,42000.0,41981.956017793,1411.5714285714284,1541.4236576655237,7.71,7.809241902134958,3302.0,2801.820813232254,1411.5714285714284,1541.4236576655237,8.45,8.380530668505823,581.7,645.5666750203636,17.96,10.096432554349548,99.0,99.0,15.0,15.0,328.1,323.4356305995973,581.7,17.96
2026-03-12 06:00:00,1.9843028490566037,0.06851799999999986,0.03464392869169333,0.0,0.0,0.0,24.577586566037745,0.0,0.0,7.0,0.0,0.0,68.49203723584907,0.0,0.0,10.702075471698114,-1.0500000000000007,-0.09194395796847642,76.86792452830193,5.0,0.06821282401091405,6.012857142857143,5.943138664083905,42000.0,41982.09066600299,1411.5714285714284,1540.45467144008,7.71,7.80850133698009,3302.0,2805.553261613084,1411.5714285714284,1540.45467144008,8.45,8.381049064114348,581.7,645.0900876811103,17.96,10.155112244261684,99.0,99.0,15.0,15.0,328.1,323.470437161876,581.7,17.96
2026-03-12 08:00:00,1.9599262830188684,0.005554999999999977,0.0028272381878191974,0.0,0.0,0.0,24.583181141509467,0.0,0.0,7.0,0.0,0.0,63.304082113207556,-68.893517,-1.0,10.606509433962266,1.7699999999999996,0.1687321258341277,76.41226415094339,-8.599999999999994,-0.11168831168831161,6.012857142857143,5.9436550653833295,42000.0,41982.22331954781,1411.5714285714284,1539.5000396800467,7.71,7.807771742483649,3302.0,2809.23041787544,1411.5714285714284,1539.5000396800467,8.45,8.381559780261973,581.7,644.6205604592213,17.96,10.21292265909334,99.0,99.0,15.0,15.0,328.1,323.5047281032086,581.7,17.96
2026-03-12 10:00:00,2.3925996981132074,0.11296300000000015,0.0547085332099971,0.0,0.0,0.0,24.575396000000016,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,16.509716981132073,5.399999999999999,0.40754716981132066,60.41886792452828,-14.699999999999996,-0.2112068965517241,6.012857142857143,5.944163873011296,42000.0,41982.35402242473,1411.5714285714284,1538.5594457622049,7.71,7.807052876660643,3302.0,2812.853501623675,1411.5714285714284,1538.5594457622049,8.45,8.382062986338193,581.7,644.157937626356,17.96,10.26988297285523,99.0,99.0,15.0,15.0,328.1,323.5385147968898,581.7,17.96
2026-03-12 12:00:00,2.1837937830188676,0.20000000000000018,0.09625667419714723,0.0,0.0,0.0,24.573456179245245,0.0,0.0,7.0,0.0,0.0,46.47938603773582,3.4027789999999953,0.051094909801116105,29.290094339622637,15.669999999999998,0.7970498474059002,35.95283018867926,-27.5,-0.5102040816326531,6.012857142857143,5.944665253242468,42000.0,41982.482817346514,1411.5714285714284,1537.6325823072473,7.71,7.806344504590909,3302.0,2816.4236968554223,1411.5714285714284,1537.6325823072473,8.45,8.38255884678712,581.7,643.7020680007096,17.96,10.326011799767,99.0,99.0,15.0,15.0,328.1,323.5718082841672,581.7,17.96
2026-03-12 14:00:00,2.276087056603774,-0.005555999999999894,-0.0024137086137596573,0.0,0.0,0.0,24.571748613207554,0.0,0.0,7.0,0.0,0.0,16.338395216981127,-69.990741,-0.9998677285714286,35.72349056603772,-5.170000000000002,-0.1402985074626866,25.80471698113208,6.5,0.26422764227642276,6.012857142857143,5.945159367532242,42000.0,41982.60974578794,1411.5714285714284,1536.719150844874,7.71,7.805646398163148,3302.0,2819.9421532516158,1411.5714285714284,1536.719150844874,8.45,8.383047521286663,581.7,643.2528047822943,17.96,10.381327214538269,99.0,99.0,15.0,15.0,328.1,323.6046192862719,581.7,17.96
2026-03-12 16:00:00,2.30180387735849,0.05555599999999972,0.024450075740838576,0.0,0.0,0.0,24.589011801886745,0.025774999999999437,0.0010488132113923795,7.0,0.0,0.0,19.82119252830189,69.981481,3778.9017225552134,26.54556603773585,-9.580000000000002,-0.28520392974099434,36.99905660377359,11.7,0.4148936170212766,6.012857142857143,5.945646372690097,42000.0,41982.73484803033,1411.5714285714284,1535.8188614933438,7.71,7.804958335830026,3302.0,2823.4099874108265,1411.5714285714284,1535.8188614933438,8.45,8.383529164919958,581.7,642.8100053953292,17.96,10.43584677177431,99.0,99.0,15.0,15.0,328.1,323.63695821592853,581.7,17.96
2026-03-12 18:00:00,2.240459150943396,0.07407399999999997,0.03333330333333032,0.0,0.0,0.0,24.616974179245318,0.025776000000000465,0.00104775500320698,7.0,0.0,0.0,67.3365534056604,-6.518520000000002,-0.09312171428571432,21.482641509433947,-4.359999999999999,-0.18342448464450986,42.3188679245283,4.700000000000003,0.11779448621553892,6.012857142857143,5.9461264210455065,42000.0,41982.85816320422,1411.5714285714284,1534.9314326527574,7.71,7.804280102373748,3302.0,2826.8282840307124,1411.5714285714284,1534.9314326527574,8.45,8.384003928339457,581.7,642.3735313373845,17.96,10.489587524550103,99.0,99.0,15.0,15.0,328.1,323.66883518837324,581.7,17.96
2026-03-12 20:00:00,2.159329301886792,-0.11111099999999974,-0.050590175459045476,0.0,0.0,0.0,24.63436943396226,0.012897999999999854,0.0005237352401010103,7.0,0.0,0.0,67.79960744339623,0.7986149999999981,0.011707672731218097,17.40915094339622,-2.669999999999998,-0.1402310924369747,49.74433962264151,6.200000000000003,0.13537117903930138,6.012857142857143,5.946599660606797,42000.0,41982.97972933007,1411.5714285714284,1534.056590711393,7.71,7.803611488681541,3302.0,2830.198097039182,1411.5714285714284,1534.056590711393,8.45,8.384471957924037,581.7,641.9432480349452,17.96,10.542566042194036,99.0,99.0,15.0,15.0,328.1,323.700260031902,581.7,17.96
2026-03-12 22:00:00,2.0837011886792456,-0.029628999999999905,-0.014221922275507518,0.0,0.0,0.0,24.666470415094395,0.038653999999997524,0.0015687598684162795,7.0,0.0,0.0,67.18560223584909,-3.289351999999994,-0.04860113666026706,15.489339622641502,-1.490000000000002,-0.09152334152334164,53.03018867924526,0.0,0.0,6.012857142857143,5.947066235213289,42000.0,41983.09958335744,1411.5714285714284,1533.19406976445,7.71,7.8029522915309775,3302.0,2833.5204506777773,1411.5714285714284,1533.19406976445,8.45,8.384933395929465,581.7,641.5190247050771,17.96,10.594798427320248,99.0,99.0,15.0,15.0,328.1,323.73124229797367,581.7,17.96
2026-03-13 00:00:00,2.0126642547169813,-0.01666600000000007,-0.008356213561273251,0.0,0.0,0.0,24.69176409433962,0.01290000000000191,0.0005227222287709602,7.0,0.0,0.0,66.77966210377357,-4.081020000000002,-0.06136444843968839,14.01405660377359,-0.8900000000000006,-0.06184850590687981,52.985849056603776,2.0999999999999943,0.04022988505747115,6.012857142857143,5.947526284681062,42000.0,41983.21776120238,1411.5714285714284,1532.3436113445894,7.71,7.802302313383742,3302.0,2836.796340539596,1411.5714285714284,1532.3436113445894,8.45,8.385388380632563,581.7,641.1007342228967,17.96,10.64630033214634,99.0,99.0,15.0,15.0,328.1,323.7617912708889,621.1,10.0
2026-03-13 02:00:00,2.006869924528301,-0.088889,-0.04383566642896806,0.0,0.0,0.0,24.721545339622672,0.03865599999999958,0.0015639327714433214,7.0,0.0,0.0,66.75186800943395,0.8217619999999926,0.012214044303448354,12.687924528301888,-2.139999999999999,-0.16126601356443096,53.09150943396227,5.0,0.09208103130755065,6.027142857142858,5.947980771614377,41640.0,41983.31346565558,1352.428571428571,1531.5015417427153,7.6,7.801654996816008,4748.0,2840.110410277183,1352.428571428571,1531.5015417427153,8.56,8.385843411841721,621.1,640.6905329552133,10.0,10.696626352639454,99.0,99.0,15.0,15.0,332.8,323.7921879520676,621.1,10.0
2026-03-13 04:00:00,2.0093329905660378,0.22592600000000007,0.11433930218034484,0.0,0.0,0.0,24.757656330188617,0.012899000000000882,0.0005210489601419917,7.0,0.0,0.0,66.49280833018865,1.3564760000000007,0.020306245455339954,11.375849056603773,-0.5199999999999996,-0.046973803071364006,57.481132075471734,1.7999999999999972,0.030405405405405355,6.027142857142858,5.948526685657447,41640.0,41980.945922647785,1352.428571428571,1530.2666267126806,7.6,7.800264352622156,4748.0,2853.267513361301,1352.428571428571,1530.2666267126806,8.56,8.387044422736425,621.1,640.5554335957127,10.0,10.691822309060536,99.0,99.0,15.0,15.0,332.8,323.8543072237032,621.1,10.0
2026-03-13 06:00:00,1.9579169716981135,0.19444399999999984,0.10499975160001979,0.0,0.0,0.0,24.768729999999955,0.0,0.0,7.0,0.0,0.0,66.74775817924528,0.5162049999999994,0.0076404070305272805,10.541226415094343,-0.6600000000000001,-0.06111111111111112,60.40283018867922,0.5,0.008389261744966443,6.027142857142858,5.949065121852772,41640.0,41978.61080988494,1352.428571428571,1529.0486273613865,7.6,7.798892757261505,4748.0,2866.2443924433537,1352.428571428571,1529.0486273613865,8.56,8.388228982366089,621.1,640.4221848067434,10.0,10.687084070541772,99.0,99.0,15.0,15.0,332.8,323.9155755949795,621.1,10.0
2026-03-13 08:00:00,1.892662905660377,0.33148100000000014,0.18921746814228607,0.0,0.0,0.0,24.794262594339642,0.0,0.0,7.0,0.0,0.0,66.46920730188678,1.564819,0.0237052217539912,10.536179245283023,2.2799999999999994,0.22619047619047614,59.94339622641514,-5.100000000000001,-0.08333333333333336,6.027142857142858,5.949596232800839,41640.0,41976.30746556284,1352.428571428571,1527.8471984904677,7.6,7.797539822004395,4748.0,2879.0447253557054,1352.428571428571,1527.8471984904677,8.56,8.389397426451787,621.1,640.2907488237008,10.0,10.682410294198878,99.0,99.0,15.0,15.0,332.8,323.9760104302258,621.1,10.0
2026-03-13 10:00:00,2.390809283018867,-0.088889,-0.03957136548344474,0.0,0.0,0.0,24.72167305660375,-0.07733100000000093,-0.0031221221273759663,7.0,0.0,0.0,66.465392,-3.398148000000006,-0.05024471942200457,15.252924528301888,4.52,0.34061793519216277,51.35094339622641,-4.100000000000001,-0.07468123861566488,6.027142857142858,5.95012016697803,41640.0,41974.03524576285,1352.428571428571,1526.6620042307209,7.6,7.79620516862678,4748.0,2891.6720905354427,1352.428571428571,1526.6620042307209,8.56,8.390550081641557,621.1,640.1610889025878,10.0,10.677799673439694,99.0,99.0,15.0,15.0,332.8,324.0356286244914,621.1,10.0
2026-03-13 12:00:00,2.180336547169811,0.00370299999999979,0.0016138979143103408,0.0004335754716981132,0.0,0.0,24.68445855660382,0.038676000000002375,0.0015671941798406125,7.0,0.0,0.0,47.62348204716983,0.7962950000000006,0.011674849742362181,25.790660377358495,8.389999999999997,0.4681919642857141,36.214150943396234,-15.100000000000001,-0.3165618448637317,6.027142857142858,5.950637068875005,41640.0,41971.7935238518,1352.428571428571,1525.49271772906,7.6,7.794888429057711,4748.0,2904.1299703596,1352.428571428571,1525.49271772906,8.56,8.391687265814854,621.1,640.0331692857679,10.0,10.6732509367464,99.0,99.0,15.0,15.0,332.8,324.09444661929246,621.1,10.0
2026-03-13 14:00:00,3.012473283018868,-0.033333999999999975,-0.010909307504100718,0.0,0.0,0.0,24.7667840188679,0.038674999999997794,0.0015622582009061944,7.0,0.0,0.0,67.23795350943394,2.2546310000000034,0.033750325096517084,34.234339622641514,0.4399999999999977,0.013233082706766848,24.016981132075486,-3.6000000000000014,-0.13432835820895528,6.027142857142858,5.951147079129556,41640.0,41969.58168990578,1352.428571428571,1524.3390208479984,7.6,7.793589245040922,4748.0,2916.421754346981,1352.428571428571,1524.3390208479984,8.56,8.392809288374819,621.1,639.9069551690891,10.0,10.668762846506436,99.0,99.0,15.0,15.0,332.8,324.1524804177293,621.1,10.0
2026-03-13 16:00:00,3.0186073490566048,-0.06481499999999984,-0.02156506150609067,0.0,0.0,0.0,24.80252816037738,0.05155600000000149,0.0020793316067681078,7.0,0.0,0.0,67.03429704716982,-1.6851839999999925,-0.026085691784811255,27.481226415094348,-14.410000000000004,-0.39339339339339346,27.83018867924529,12.5,0.6067961165048543,6.027142857142858,5.951650334654176,41640.0,41967.39915015695,1352.428571428571,1523.200603877066,7.6,7.792307267809852,4748.0,2928.5507422327687,1352.428571428571,1523.200603877066,8.56,8.393916450528936,621.1,639.7824126703122,10.0,10.664334197889874,99.0,99.0,15.0,15.0,332.8,324.2097455990025,621.1,10.0
2026-03-13 18:00:00,3.0145483584905657,-0.18888900000000008,-0.059859200679436765,0.0,0.0,0.0,24.870380849056556,0.038679000000001906,0.0015567456927380245,7.0,0.0,0.0,66.71264783962266,-7.692122999999995,-0.1117687729958175,21.8822641509434,-0.25,-0.01155268022181146,33.51037735849057,1.8000000000000043,0.05487804878048794,6.027142857142858,5.952146968758594,41640.0,41965.24532646204,1352.428571428571,1522.077165255622,7.6,7.791042157775507,4748.0,2940.520146921769,1352.428571428571,1522.077165255622,8.56,8.395009045558607,621.1,639.6595087987874,10.0,10.659963817771086,99.0,99.0,15.0,15.0,332.8,324.2662573323558,621.1,10.0
2026-03-13 20:00:00,2.9182531981132067,-0.0074070000000001635,-0.0025331096271845937,0.0,0.0,0.0,24.926323584905653,0.05155499999999691,0.0020717515203391873,7.0,0.0,0.0,66.6001719528302,1.5601879999999966,0.023711565808680363,18.775188679245286,-3.59,-0.1705463182897862,38.85283018867923,6.0,0.17391304347826086,6.027142857142858,5.9526371112675065,41640.0,41963.119655791845,1352.428571428571,1520.9684113065357,7.6,7.789793584226552,4748.0,2952.333097325853,1352.428571428571,1520.9684113065357,8.56,8.39608735907817,621.1,639.5382114263188,10.0,10.65565056369274,99.0,99.0,15.0,15.0,332.8,324.32203039047323,621.1,10.0
2026-03-13 22:00:00,2.8323026037735852,-0.029630000000000045,-0.00988887613239815,0.0,0.0,0.0,24.962194594339607,0.06444000000000116,0.002584184916637225,7.0,0.0,0.0,66.01949217924529,0.20370499999999936,0.0030637663162608082,16.864622641509428,-0.48999999999999844,-0.02863822326125064,41.80849056603774,-0.8000000000000043,-0.018561484918793603,6.027142857142858,5.953120888633725,41640.0,41961.02158974049,1352.428571428571,1519.8740559802386,7.6,7.788561225041092,4748.0,2963.99264109085,1352.428571428571,1519.8740559802386,8.56,8.397151669283804,621.1,639.4184892591632,10.0,10.651393322870105,99.0,99.0,15.0,15.0,332.8,324.3770791623536,621.1,10.0
2026-03-14 00:00:00,2.776945179245282,-0.10000000000000009,-0.03607214718013207,0.0,0.0,0.0,25.006334113207544,0.01290000000000191,0.0005159848094072874,7.0,0.0,0.0,65.98085747169813,-2.576392999999996,-0.03875354284741205,15.049150943396224,-1.2699999999999996,-0.08073744437380798,45.25283018867925,1.5,0.034324942791762014,6.027142857142858,5.953598424046936,41640.0,41958.95059405376,1352.428571428571,1518.7938206086922,7.6,7.787344766409608,4748.0,2975.5017472178915,1352.428571428571,1518.7938206086922,8.56,8.398202247192824,621.1,639.300311811115,10.0,10.647191011233934,99.0,99.0,15.0,15.0,332.8,324.43141766568647,641.5,11.17
2026-03-14 02:00:00,2.6987465943396227,-0.2388889999999999,-0.08634541128368535,0.0,0.0,0.0,25.031148443396262,0.025778999999999996,0.0010305978706974066,7.0,0.0,0.0,66.16010451886793,4.182868999999997,0.0665978493873116,12.719811320754719,-1.9299999999999997,-0.13805436337625177,52.168867924528314,8.100000000000001,0.17647058823529416,6.041428571428572,5.954070600623285,41280.0,41956.88691843353,1293.2857142857142,1517.724274496909,7.529999999999999,7.786140163452049,5864.0,2986.9229207841463,1293.2857142857142,1517.724274496909,8.33,8.399227071205248,641.5,639.1847390630044,11.17,10.643105069171646,99.0,99.0,15.0,15.0,337.5,324.4853106137179,641.5,11.17
2026-03-14 04:00:00,2.685683528301888,-0.29444399999999993,-0.09820862745935155,0.0,0.0,0.0,25.049134537735835,0.01288099999999659,0.00051442895131522,7.0,0.0,0.0,66.04616786792452,-4.050917999999996,-0.05960479148649187,11.705000000000002,-1.9000000000000004,-0.15091342335186658,54.73584905660378,6.600000000000001,0.12619502868068838,6.041428571428572,5.954626991287038,41280.0,41952.57576561722,1293.2857142857142,1516.294805401577,7.529999999999999,7.784508784034057,5864.0,3005.247279868372,1293.2857142857142,1516.294805401577,8.33,8.39878615784894,641.5,639.1994851652515,11.17,10.646460909716254,99.0,99.0,15.0,15.0,337.5,324.5682023246862,641.5,11.17
2026-03-14 06:00:00,2.6690990188679247,-0.025926000000000116,-0.009797089970283036,0.0,0.0,0.0,25.073462358490584,0.038679000000001906,0.0015439303447477193,7.0,0.0,0.0,65.71272800000001,-4.666665000000002,-0.07022185816522832,10.566603773584903,-0.2699999999999996,-0.02629016553067182,59.88490566037734,2.8999999999999986,0.04833333333333331,6.041428571428572,5.95517633940244,41280.0,41948.319181477455,1293.2857142857142,1514.8834298974518,7.529999999999999,7.7828980538993475,5864.0,3023.3396972733503,1293.2857142857142,1514.8834298974518,8.33,8.39835082538001,641.5,639.2140446178211,11.17,10.64977427350696,99.0,99.0,15.0,15.0,337.5,324.65004482882824,641.5,11.17
2026-03-14 08:00:00,2.6243297452830188,0.02407400000000015,0.008801598429356754,0.0,0.0,0.0,25.092922056603793,0.0257809999999985,0.0010275009241370054,7.0,0.0,0.0,66.10681438679246,2.8912049999999994,0.04519796665780279,9.711698113207548,2.619999999999999,0.28602620087336234,66.06698113207547,-4.300000000000004,-0.06525037936267077,6.041428571428572,5.955718777840796,41280.0,41944.116136470526,1293.2857142857142,1513.4898066139124,7.529999999999999,7.781307583459221,5864.0,3041.2045490278288,1293.2857142857142,1513.4898066139124,8.33,8.39792096850421,641.5,639.2284209422203,11.17,10.653045961949951,99.0,99.0,15.0,15.0,337.5,324.7308579214618,641.5,11.17
2026-03-14 10:00:00,3.1837605188679268,0.10185200000000005,0.0344828053183393,0.0,0.0,0.0,25.11675599999994,0.0,0.0,7.0,0.0,0.0,66.29860977358491,-0.34722200000000214,-0.005130832747740787,15.460377358490563,5.33,0.4308811641067098,54.46037735849057,-10.299999999999997,-0.17195325542570947,6.041428571428572,5.956254436151805,41280.0,41939.96562678996,1293.2857142857142,1512.1136027141577,7.529999999999999,7.779736992864187,5864.0,3058.846101765533,1293.2857142857142,1512.1136027141577,8.33,8.397496484559516,641.5,639.2426175719236,11.17,10.6562767564173,99.0,99.0,15.0,15.0,337.5,324.81066090304734,641.5,11.17
2026-03-14 12:00:00,3.0475071603773585,0.03148200000000001,0.010410459532405625,6.75377358490566e-05,0.0,0.0,25.117854292452773,0.0,0.0,7.0,0.0,0.0,50.63486041509431,-0.3125,-0.004591368227731864,27.16301886792454,13.629999999999999,0.7151101783840503,32.43867924528303,-21.5,-0.4564755838641189,6.041428571428572,5.956783440666703,41280.0,41935.86667356731,1293.2857142857142,1510.754493630196,7.529999999999999,7.778185911701523,5864.0,3076.268516122354,1293.2857142857142,1510.754493630196,8.33,8.397077273434386,641.5,639.2566378551061,11.17,10.659467418869111,99.0,99.0,15.0,15.0,337.5,324.8894725945558,641.5,11.17
2026-03-14 14:00:00,3.1105954245282996,-0.020370999999999917,-0.006587029072367401,0.0,0.0,0.0,25.12659528301887,0.012881000000000142,0.0005128448912749777,7.0,0.0,0.0,66.4590348679245,0.10185199999999384,0.0014904160084246263,34.50481132075471,-4.289999999999996,-0.13079268292682913,22.256603773584906,0.6999999999999993,0.027343749999999972,6.041428571428572,5.9573059145976,41280.0,41931.81832210247,1293.2857142857142,1509.4121628076484,7.529999999999999,7.776653978704027,5864.0,3093.4758500077155,1293.2857142857142,1509.4121628076484,8.33,8.39666323748903,641.5,639.2704850572761,11.17,10.662618692452632,99.0,99.0,15.0,15.0,337.5,324.96731135226645,641.5,11.17
