´«¸ÐÆ÷Î»ÖÃ,0GTA32CRH101_PV,0GTA32CT101_PV,0GTA32CP101_PV
2026-03-25 23:32,84.8,17.38,97.64
2026-03-25 23:33,85,17.21,97.65
2026-03-25 23:34,84.9,17.33,97.64
2026-03-25 23:35,84.8,17.26,97.64
2026-03-25 23:36,84.8,17.35,97.64
2026-03-25 23:37,84.6,17.46,97.64
2026-03-25 23:38,84.8,17.4,97.63
2026-03-25 23:39,84.9,17.37,97.63
2026-03-25 23:40,84.7,17.31,97.63
2026-03-25 23:41,84.6,17.51,97.63
2026-03-25 23:42,84.7,17.38,97.63
2026-03-25 23:43,84.7,17.44,97.63
2026-03-25 23:44,84.8,17.27,97.63
2026-03-25 23:45,84.7,17.3,97.62
2026-03-25 23:46,84.5,17.38,97.63
2026-03-25 23:47,84.3,17.44,97.63
2026-03-25 23:48,84.2,17.41,97.63
2026-03-25 23:49,84.3,17.51,97.63
2026-03-25 23:50,84.2,17.44,97.62
2026-03-25 23:51,84.7,17.37,97.62
2026-03-25 23:52,84.8,17.4,97.62
2026-03-25 23:53,84.7,17.4,97.62
2026-03-25 23:54,84.6,17.48,97.61
2026-03-25 23:55,84.4,17.41,97.62
2026-03-25 23:56,84.4,17.42,97.61
2026-03-25 23:57,84.4,17.61,97.61
2026-03-25 23:58,84.8,17.41,97.61
2026-03-25 23:59,84.7,17.41,97.6
2026-03-26 00:00,84.9,17.35,97.6
2026-03-26 00:01,84.9,17.44,97.6
2026-03-26 00:02,85.1,17.4,97.59
2026-03-26 00:03,84.9,17.38,97.59
2026-03-26 00:04,84.5,17.46,97.59
2026-03-26 00:05,84.6,17.45,97.59
2026-03-26 00:06,84.7,17.27,97.6
2026-03-26 00:07,85,17.27,97.59
2026-03-26 00:08,85,17.41,97.59
2026-03-26 00:09,84.8,17.49,97.58
2026-03-26 00:10,84.7,17.46,97.6
2026-03-26 00:11,85.4,17.18,97.59
2026-03-26 00:12,86.2,17.1,97.58
2026-03-26 00:13,86.7,16.9,97.58
2026-03-26 00:14,86.9,17.03,97.58
2026-03-26 00:15,86.7,17.11,97.58
2026-03-26 00:16,86.4,17.07,97.58
2026-03-26 00:17,86.8,17.02,97.58
2026-03-26 00:18,87.2,16.86,97.59
2026-03-26 00:19,87.2,16.93,97.58
2026-03-26 00:20,87.7,16.62,97.57
2026-03-26 00:21,87.9,16.57,97.58
2026-03-26 00:22,88.3,16.62,97.58
2026-03-26 00:23,88.3,16.52,97.57
2026-03-26 00:24,88.1,16.69,97.58
2026-03-26 00:25,88.7,16.69,97.58
2026-03-26 00:26,88.2,16.69,97.58
2026-03-26 00:27,87.5,16.75,97.57
2026-03-26 00:28,87.3,16.8,97.57
2026-03-26 00:29,87.1,16.86,97.57
2026-03-26 00:30,87,16.84,97.57
2026-03-26 00:31,86.8,16.87,97.56
2026-03-26 00:32,86.5,16.87,97.56
2026-03-26 00:33,86.4,16.9,97.57
2026-03-26 00:34,86.4,17,97.56
2026-03-26 00:35,86.3,17.11,97.56
2026-03-26 00:36,86.1,17.1,97.55
2026-03-26 00:37,86.4,16.97,97.55
2026-03-26 00:38,87.2,17.02,97.55
2026-03-26 00:39,87.2,17.05,97.55
2026-03-26 00:40,86.7,17.05,97.55
2026-03-26 00:41,86.7,17,97.55
2026-03-26 00:42,86.4,17.03,97.56
2026-03-26 00:43,86.4,16.97,97.55
2026-03-26 00:44,86.3,17.05,97.56
2026-03-26 00:45,86.1,17.14,97.55
2026-03-26 00:46,85.8,17.14,97.56
2026-03-26 00:47,85.7,17.16,97.56
2026-03-26 00:48,85.7,17.26,97.55
2026-03-26 00:49,85.7,17.14,97.55
2026-03-26 00:50,85.6,17.26,97.56
2026-03-26 00:51,85.6,17.17,97.55
2026-03-26 00:52,85.7,17.23,97.56
2026-03-26 00:53,85.7,17.14,97.56
2026-03-26 00:54,85.6,17.26,97.55
2026-03-26 00:55,85.4,17.21,97.55
2026-03-26 00:56,85.8,17.23,97.54
2026-03-26 00:57,86.3,17.21,97.54
2026-03-26 00:58,86.9,17.03,97.53
2026-03-26 00:59,87.9,16.93,97.54
2026-03-26 01:00,87.8,16.74,97.54
2026-03-26 01:01,88,16.83,97.53
2026-03-26 01:02,88,16.79,97.53
2026-03-26 01:03,87.7,16.72,97.53
2026-03-26 01:04,88,16.68,97.52
2026-03-26 01:05,88.4,16.55,97.52
2026-03-26 01:06,88.9,16.57,97.53
2026-03-26 01:07,88.9,16.48,97.52
2026-03-26 01:08,88.7,16.59,97.53
2026-03-26 01:09,88,16.72,97.53
2026-03-26 01:10,87.9,16.71,97.53
2026-03-26 01:11,88.4,16.78,97.52
2026-03-26 01:12,87.8,16.87,97.52
2026-03-26 01:13,87.7,16.76,97.51
2026-03-26 01:14,87.9,16.71,97.51
2026-03-26 01:15,88.4,16.76,97.51
2026-03-26 01:16,89.1,16.52,97.51
2026-03-26 01:17,89.3,16.47,97.51
2026-03-26 01:18,89.6,16.48,97.5
2026-03-26 01:19,89.4,16.51,97.51
2026-03-26 01:20,89.1,16.41,97.51
2026-03-26 01:21,89,16.58,97.51
2026-03-26 01:22,88.8,16.52,97.52
2026-03-26 01:23,88.8,16.43,97.51
2026-03-26 01:24,88.8,16.59,97.51
2026-03-26 01:25,88.4,16.58,97.51
2026-03-26 01:26,88.1,16.54,97.51
2026-03-26 01:27,88,16.55,97.51
2026-03-26 01:28,87.9,16.55,97.51
2026-03-26 01:29,87.7,16.61,97.51
2026-03-26 01:30,87.5,16.74,97.51
2026-03-26 01:31,87.5,16.8,97.51
2026-03-26 01:32,87.3,16.82,97.51
2026-03-26 01:33,87.1,16.84,97.5
2026-03-26 01:34,87.1,16.82,97.5
2026-03-26 01:35,87.1,16.83,97.51
2026-03-26 01:36,87,16.79,97.5
2026-03-26 01:37,86.9,16.97,97.5
2026-03-26 01:38,87.1,16.72,97.5
2026-03-26 01:39,87.4,16.59,97.5
2026-03-26 01:40,87.6,16.68,97.5
2026-03-26 01:41,87.4,16.72,97.51
2026-03-26 01:42,87.5,16.75,97.5
2026-03-26 01:43,87.2,16.78,97.5
2026-03-26 01:44,87.2,16.83,97.49
2026-03-26 01:45,87.1,16.93,97.49
2026-03-26 01:46,87,16.74,97.49
2026-03-26 01:47,87.7,16.71,97.48
2026-03-26 01:48,88.2,16.54,97.49
2026-03-26 01:49,88.2,16.55,97.49
2026-03-26 01:50,88,16.55,97.49
2026-03-26 01:51,88.1,16.64,97.49
2026-03-26 01:52,87.9,16.64,97.48
2026-03-26 01:53,88.3,16.5,97.49
2026-03-26 01:54,88.9,16.4,97.49
2026-03-26 01:55,89.2,16.23,97.48
2026-03-26 01:56,89.6,16.2,97.48
2026-03-26 01:57,89.6,16.31,97.48
2026-03-26 01:58,89.3,16.33,97.49
2026-03-26 01:59,88.9,16.43,97.48
2026-03-26 02:00,88.9,16.47,97.47
2026-03-26 02:01,88.6,16.48,97.47
2026-03-26 02:02,88.7,16.54,97.46
2026-03-26 02:03,88.3,16.71,97.46
2026-03-26 02:04,88.1,16.72,97.47
2026-03-26 02:05,88.1,16.71,97.47
2026-03-26 02:06,88,16.69,97.47
2026-03-26 02:07,87.9,16.76,97.47
2026-03-26 02:08,87.8,16.75,97.47
2026-03-26 02:09,87.6,17.02,97.47
2026-03-26 02:10,87.5,16.86,97.48
2026-03-26 02:11,87.4,17,97.47
2026-03-26 02:12,87.5,16.74,97.47
2026-03-26 02:13,87.6,16.75,97.47
2026-03-26 02:14,87.7,16.83,97.47
2026-03-26 02:15,87.6,16.83,97.47
2026-03-26 02:16,87.4,16.93,97.47
2026-03-26 02:17,87.3,16.84,97.46
2026-03-26 02:18,87.2,16.87,97.46
2026-03-26 02:19,87.1,16.97,97.46
2026-03-26 02:20,87,17.03,97.45
2026-03-26 02:21,86.9,17.05,97.45
2026-03-26 02:22,86.6,17.06,97.45
2026-03-26 02:23,86.4,16.96,97.46
2026-03-26 02:24,86.5,17.06,97.45
2026-03-26 02:25,86.4,17.2,97.45
2026-03-26 02:26,86.3,17.09,97.46
2026-03-26 02:27,86.3,17.1,97.46
2026-03-26 02:28,86.3,17.1,97.47
2026-03-26 02:29,86.5,16.94,97.47
2026-03-26 02:30,86.7,16.93,97.47
2026-03-26 02:31,86.7,16.96,97.47
2026-03-26 02:32,86.4,16.99,97.46
2026-03-26 02:33,86.7,16.93,97.47
2026-03-26 02:34,86.5,16.92,97.47
2026-03-26 02:35,86.7,16.99,97.48
2026-03-26 02:36,86.7,16.83,97.46
2026-03-26 02:37,87.3,16.89,97.47
2026-03-26 02:38,87.3,16.84,97.47
2026-03-26 02:39,87.2,16.9,97.47
2026-03-26 02:40,87.2,16.93,97.47
2026-03-26 02:41,87.1,16.8,97.47
2026-03-26 02:42,87.5,16.84,97.46
2026-03-26 02:43,87.3,16.79,97.45
2026-03-26 02:44,87.2,16.82,97.46
2026-03-26 02:45,87.1,16.94,97.47
2026-03-26 02:46,87.1,16.9,97.46
2026-03-26 02:47,87.2,16.9,97.46
2026-03-26 02:48,87.1,16.89,97.45
2026-03-26 02:49,87.4,16.76,97.46
2026-03-26 02:50,87.7,16.76,97.45
2026-03-26 02:51,87.7,16.78,97.45
2026-03-26 02:52,87.6,16.99,97.44
2026-03-26 02:53,87.6,16.83,97.44
2026-03-26 02:54,87.4,16.86,97.44
2026-03-26 02:55,87.2,16.96,97.44
2026-03-26 02:56,87,17.05,97.44
2026-03-26 02:57,86.9,16.94,97.44
2026-03-26 02:58,87.9,16.78,97.44
2026-03-26 02:59,87.9,16.78,97.43
2026-03-26 03:00,87.7,16.78,97.43
2026-03-26 03:01,87.6,16.68,97.43
2026-03-26 03:02,88.3,16.68,97.43
2026-03-26 03:03,88.4,16.61,97.44
2026-03-26 03:04,88.4,16.74,97.44
2026-03-26 03:05,88.1,16.55,97.44
2026-03-26 03:06,88.1,16.68,97.43
2026-03-26 03:07,87.8,16.65,97.43
2026-03-26 03:08,88.8,16.54,97.43
2026-03-26 03:09,89.6,16.4,97.42
2026-03-26 03:10,89.8,16.46,97.42
2026-03-26 03:11,89.8,16.34,97.41
2026-03-26 03:12,89.7,16.43,97.41
2026-03-26 03:13,89.4,16.37,97.41
2026-03-26 03:14,89.3,16.34,97.41
2026-03-26 03:15,89.7,16.34,97.41
2026-03-26 03:16,89.8,16.34,97.41
2026-03-26 03:17,89.8,16.33,97.4
2026-03-26 03:18,89.8,16.35,97.39
2026-03-26 03:19,90.5,16.25,97.39
2026-03-26 03:20,90.2,16.27,97.39
2026-03-26 03:21,89.9,16.35,97.38
2026-03-26 03:22,90,16.43,97.39
2026-03-26 03:23,89.8,16.46,97.39
2026-03-26 03:24,89.8,16.44,97.39
2026-03-26 03:25,89.6,16.5,97.39
2026-03-26 03:26,89.5,16.55,97.39
2026-03-26 03:27,89.4,16.46,97.39
2026-03-26 03:28,89.6,16.38,97.38
2026-03-26 03:29,89.9,16.31,97.39
2026-03-26 03:30,90.2,16.17,97.39
2026-03-26 03:31,90.3,16.07,97.39
2026-03-26 03:32,90.6,16.13,97.38
2026-03-26 03:33,90.8,16.19,97.4
2026-03-26 03:34,90.7,16.13,97.4
2026-03-26 03:35,90.2,16.25,97.4
2026-03-26 03:36,90,16.25,97.4
2026-03-26 03:37,90.1,16.16,97.4
2026-03-26 03:38,90.6,16.24,97.4
2026-03-26 03:39,90.4,16.34,97.39
2026-03-26 03:40,90.1,16.24,97.4
2026-03-26 03:41,89.9,16.3,97.4
2026-03-26 03:42,89.6,16.34,97.4
2026-03-26 03:43,89.5,16.5,97.4
2026-03-26 03:44,89.3,16.43,97.4
2026-03-26 03:45,89.1,16.58,97.4
2026-03-26 03:46,88.7,16.57,97.39
2026-03-26 03:47,88.6,16.62,97.38
2026-03-26 03:48,88.2,16.59,97.38
2026-03-26 03:49,88.4,16.62,97.39
2026-03-26 03:50,88.4,16.54,97.4
2026-03-26 03:51,88.3,16.5,97.39
2026-03-26 03:52,88.4,16.51,97.39
2026-03-26 03:53,88.4,16.47,97.39
2026-03-26 03:54,88.5,16.55,97.39
2026-03-26 03:55,88.3,16.54,97.39
2026-03-26 03:56,88.4,16.74,97.39
2026-03-26 03:57,88.1,16.72,97.39
2026-03-26 03:58,87.9,16.69,97.38
2026-03-26 03:59,87.9,16.64,97.39
2026-03-26 04:00,87.9,16.72,97.37
2026-03-26 04:01,89.6,16.2,97.38
2026-03-26 04:02,90.6,16.09,97.39
2026-03-26 04:03,91.3,15.99,97.38
2026-03-26 04:04,91.6,16.02,97.38
2026-03-26 04:05,91.6,15.95,97.38
2026-03-26 04:06,91.4,15.92,97.38
2026-03-26 04:07,91.2,15.93,97.39
2026-03-26 04:08,91,15.95,97.38
2026-03-26 04:09,90.7,15.97,97.39
2026-03-26 04:10,90.7,16.17,97.38
2026-03-26 04:11,90.5,16.21,97.38
2026-03-26 04:12,90.2,16.25,97.39
2026-03-26 04:13,90.1,16.24,97.4
2026-03-26 04:14,90.2,16.06,97.39
2026-03-26 04:15,90.5,16.06,97.38
2026-03-26 04:16,90.6,16,97.38
2026-03-26 04:17,90.5,16.16,97.37
2026-03-26 04:18,90.1,16.19,97.38
2026-03-26 04:19,89.9,16.24,97.38
2026-03-26 04:20,89.8,16.31,97.39
2026-03-26 04:21,89.7,16.35,97.37
2026-03-26 04:22,89.5,16.44,97.39
2026-03-26 04:23,89.4,16.41,97.39
2026-03-26 04:24,89.8,16.27,97.38
2026-03-26 04:25,90.7,16.06,97.37
2026-03-26 04:26,91.2,15.96,97.37
2026-03-26 04:27,91.4,15.96,97.36
2026-03-26 04:28,91.3,15.95,97.38
2026-03-26 04:29,91.2,16.06,97.36
2026-03-26 04:30,91,16.13,97.37
2026-03-26 04:31,90.8,16.24,97.38
2026-03-26 04:32,90.6,16.19,97.38
2026-03-26 04:33,90.4,16.31,97.38
2026-03-26 04:34,90.1,16.3,97.37
2026-03-26 04:35,89.9,16.37,97.38
2026-03-26 04:36,90.6,16.1,97.37
2026-03-26 04:37,91.5,16,97.36
2026-03-26 04:38,91.7,16.1,97.36
2026-03-26 04:39,91.8,16.03,97.35
2026-03-26 04:40,91.9,15.92,97.37
2026-03-26 04:41,92.1,15.84,97.37
2026-03-26 04:42,92.1,15.85,97.35
2026-03-26 04:43,92.5,15.91,97.36
2026-03-26 04:44,92.5,15.96,97.36
2026-03-26 04:45,92.3,15.92,97.37
2026-03-26 04:46,92,15.93,97.36
2026-03-26 04:47,91.6,15.82,97.35
2026-03-26 04:48,91.5,15.93,97.36
2026-03-26 04:49,91.4,15.99,97.36
2026-03-26 04:50,91.2,16.1,97.37
2026-03-26 04:51,91.6,16.09,97.37
2026-03-26 04:52,91.2,16.16,97.37
2026-03-26 04:53,91,16.25,97.37
2026-03-26 04:54,90.7,16.33,97.37
2026-03-26 04:55,90.4,16.33,97.38
2026-03-26 04:56,89.8,16.37,97.38
2026-03-26 04:57,89.8,16.5,97.37
2026-03-26 04:58,89.5,16.55,97.39
2026-03-26 04:59,89.2,16.61,97.38
2026-03-26 05:00,88.9,16.68,97.37
2026-03-26 05:01,88.8,16.74,97.38
2026-03-26 05:02,88.7,16.69,97.37
2026-03-26 05:03,88.8,16.54,97.38
2026-03-26 05:04,88.8,16.54,97.39
2026-03-26 05:05,88.8,16.61,97.37
2026-03-26 05:06,88.8,16.5,97.4
2026-03-26 05:07,88.7,16.71,97.39
2026-03-26 05:08,88.8,16.61,97.4
2026-03-26 05:09,88.8,16.38,97.4
2026-03-26 05:10,89.6,16.3,97.41
2026-03-26 05:11,90,16.23,97.41
2026-03-26 05:12,90.4,16.3,97.41
2026-03-26 05:13,90.7,16.2,97.4
2026-03-26 05:14,90.8,16.1,97.4
2026-03-26 05:15,90.7,16.34,97.4
2026-03-26 05:16,90.6,16.24,97.41
2026-03-26 05:17,90.5,16.2,97.41
2026-03-26 05:18,90.6,16.12,97.41
2026-03-26 05:19,90.8,16.12,97.41
2026-03-26 05:20,90.9,16.2,97.42
2026-03-26 05:21,91,16.06,97.41
2026-03-26 05:22,91.1,16.09,97.39
2026-03-26 05:23,91.1,16.06,97.4
2026-03-26 05:24,91.4,15.86,97.39
2026-03-26 05:25,91.4,15.95,97.4
2026-03-26 05:26,91.4,15.93,97.4
2026-03-26 05:27,91.2,16.17,97.41
2026-03-26 05:28,90.9,16.06,97.4
2026-03-26 05:29,90.8,16.14,97.39
2026-03-26 05:30,90.7,16.25,97.4
2026-03-26 05:31,90.5,16.24,97.4
2026-03-26 05:32,90.3,16.35,97.41
2026-03-26 05:33,90.2,16.41,97.4
2026-03-26 05:34,89.6,16.44,97.42
2026-03-26 05:35,89.5,16.37,97.41
2026-03-26 05:36,89.5,16.51,97.42
2026-03-26 05:37,89.2,16.52,97.41
2026-03-26 05:38,89.1,16.58,97.42
2026-03-26 05:39,89.3,16.41,97.41
2026-03-26 05:40,89.4,16.47,97.41
2026-03-26 05:41,89.3,16.55,97.4
2026-03-26 05:42,89.3,16.62,97.39
2026-03-26 05:43,89.1,16.61,97.39
2026-03-26 05:44,88.7,16.66,97.39
2026-03-26 05:45,88.8,16.57,97.39
2026-03-26 05:46,90.4,16.33,97.38
2026-03-26 05:47,90.8,16.23,97.4
2026-03-26 05:48,90.8,16.16,97.38
2026-03-26 05:49,91.8,16.06,97.39
2026-03-26 05:50,92,15.99,97.38
2026-03-26 05:51,91.8,15.99,97.37
2026-03-26 05:52,92.4,15.88,97.39
2026-03-26 05:53,92.5,15.97,97.38
2026-03-26 05:54,92.3,16.09,97.39
2026-03-26 05:55,92.3,16.03,97.39
2026-03-26 05:56,92.1,15.93,97.39
2026-03-26 05:57,92.2,15.92,97.39
2026-03-26 05:58,92.4,16,97.39
2026-03-26 05:59,92.1,16.12,97.39
2026-03-26 06:00,91.7,16.07,97.39
2026-03-26 06:01,91.7,16.1,97.39
2026-03-26 06:02,91.7,16.06,97.39
2026-03-26 06:03,91.5,16.21,97.38
2026-03-26 06:04,91.1,16.28,97.39
2026-03-26 06:05,91,16.38,97.39
2026-03-26 06:06,91.2,16.13,97.39
2026-03-26 06:07,91.6,16.09,97.39
2026-03-26 06:08,91.5,16.19,97.38
2026-03-26 06:09,91.1,16.27,97.39
2026-03-26 06:10,91.2,16.24,97.4
2026-03-26 06:11,90.7,16.37,97.4
2026-03-26 06:12,90.3,16.25,97.4
2026-03-26 06:13,90.4,16.34,97.39
2026-03-26 06:14,90.3,16.25,97.39
2026-03-26 06:15,90.3,16.25,97.39
2026-03-26 06:16,91,16.2,97.39
2026-03-26 06:17,91.1,15.99,97.38
2026-03-26 06:18,91,16.07,97.39
2026-03-26 06:19,90.9,16.17,97.38
2026-03-26 06:20,91.1,16.16,97.39
2026-03-26 06:21,91.2,16.2,97.39
2026-03-26 06:22,90.9,16.17,97.39
2026-03-26 06:23,90.6,16.17,97.4
2026-03-26 06:24,91.5,16.07,97.4
2026-03-26 06:25,91.8,16.03,97.4
2026-03-26 06:26,92,15.96,97.4
2026-03-26 06:27,91.8,15.92,97.4
2026-03-26 06:28,92.4,15.92,97.4
2026-03-26 06:29,92.4,15.93,97.4
2026-03-26 06:30,92.4,15.75,97.4
2026-03-26 06:31,92.9,15.81,97.41
2026-03-26 06:32,92.4,15.82,97.41
2026-03-26 06:33,92.4,15.92,97.4
2026-03-26 06:34,92.2,15.97,97.42
2026-03-26 06:35,91.9,16.07,97.41
2026-03-26 06:36,91.7,16.23,97.42
2026-03-26 06:37,91.3,16.05,97.42
2026-03-26 06:38,91.6,16.13,97.42
2026-03-26 06:39,91.7,15.96,97.43
2026-03-26 06:40,92,15.96,97.43
2026-03-26 06:41,91.9,16.02,97.43
2026-03-26 06:42,91.7,16.1,97.42
2026-03-26 06:43,91.5,16.05,97.42
2026-03-26 06:44,91.3,16.2,97.41
2026-03-26 06:45,91.9,16.09,97.41
2026-03-26 06:46,92,16,97.4
2026-03-26 06:47,92.5,16.09,97.39
2026-03-26 06:48,92.3,16.06,97.39
2026-03-26 06:49,91.9,15.86,97.39
2026-03-26 06:50,92.3,15.81,97.39
2026-03-26 06:51,92.7,15.86,97.39
2026-03-26 06:52,93,15.71,97.4
2026-03-26 06:53,93.2,15.85,97.4
2026-03-26 06:54,93,15.95,97.4
2026-03-26 06:55,92.6,15.92,97.4
2026-03-26 06:56,92.4,15.84,97.41
2026-03-26 06:57,92.4,15.99,97.41
2026-03-26 06:58,91.8,16.17,97.41
2026-03-26 06:59,91.4,16.21,97.4
2026-03-26 07:00,90.8,16.27,97.4
2026-03-26 07:01,90.9,16.54,97.4
2026-03-26 07:02,89.8,16.52,97.4
2026-03-26 07:03,89.9,16.57,97.4
2026-03-26 07:04,89.7,16.57,97.39
2026-03-26 07:05,89.4,16.51,97.39
2026-03-26 07:06,89.3,16.64,97.39
2026-03-26 07:07,89.3,16.65,97.4
2026-03-26 07:08,89.2,16.51,97.39
2026-03-26 07:09,89.5,16.58,97.4
2026-03-26 07:10,89.5,16.48,97.4
2026-03-26 07:11,89.8,16.46,97.39
2026-03-26 07:12,89.9,16.69,97.39
2026-03-26 07:13,89.5,16.58,97.4
2026-03-26 07:14,89.2,16.52,97.41
2026-03-26 07:15,89,16.55,97.4
2026-03-26 07:16,89.2,16.65,97.4
2026-03-26 07:17,88.8,16.71,97.41
2026-03-26 07:18,89.2,16.71,97.42
2026-03-26 07:19,89.1,16.75,97.42
2026-03-26 07:20,89.1,16.8,97.43
2026-03-26 07:21,88.8,16.75,97.42
2026-03-26 07:22,88.7,16.84,97.42
2026-03-26 07:23,88.2,16.92,97.43
2026-03-26 07:24,88.4,16.92,97.42
2026-03-26 07:25,88,16.94,97.43
2026-03-26 07:26,87.9,16.94,97.43
2026-03-26 07:27,87.7,16.96,97.42
2026-03-26 07:28,87.7,17.26,97.42
2026-03-26 07:29,87.3,17.13,97.43
2026-03-26 07:30,87.4,17,97.42
2026-03-26 07:31,87.3,17.06,97.42
2026-03-26 07:32,87.3,16.92,97.43
2026-03-26 07:33,87.5,16.99,97.43
2026-03-26 07:34,87.6,16.9,97.43
2026-03-26 07:35,87.4,17.03,97.42
2026-03-26 07:36,87.4,16.94,97.44
2026-03-26 07:37,87.5,16.9,97.44
2026-03-26 07:38,88.1,16.96,97.44
2026-03-26 07:39,87.8,17.1,97.45
2026-03-26 07:40,87.4,16.89,97.44
2026-03-26 07:41,87.7,16.82,97.44
2026-03-26 07:42,87.9,16.97,97.44
2026-03-26 07:43,88.2,16.84,97.45
2026-03-26 07:44,88.2,16.82,97.45
2026-03-26 07:45,88.5,16.9,97.45
2026-03-26 07:46,88.4,16.86,97.46
2026-03-26 07:47,88.4,16.96,97.45
2026-03-26 07:48,88.4,17.05,97.45
2026-03-26 07:49,88.4,17.13,97.46
2026-03-26 07:50,87.6,17,97.45
2026-03-26 07:51,87.4,17.1,97.45
2026-03-26 07:52,87.9,17.09,97.45
2026-03-26 07:53,88.1,17,97.45
2026-03-26 07:54,88.5,17.17,97.45
2026-03-26 07:55,87.9,17.24,97.45
2026-03-26 07:56,87.3,17.26,97.46
2026-03-26 07:57,87.2,17.24,97.45
2026-03-26 07:58,87.1,17.2,97.46
2026-03-26 07:59,87,17.3,97.45
2026-03-26 08:00,87.1,17.3,97.46
2026-03-26 08:01,87.1,17.21,97.46
2026-03-26 08:02,86.8,17.38,97.46
2026-03-26 08:03,87,17.21,97.45
2026-03-26 08:04,87.2,17.2,97.46
2026-03-26 08:05,87.2,17.2,97.46
2026-03-26 08:06,87,17.46,97.46
2026-03-26 08:07,87,17.38,97.47
2026-03-26 08:08,87,17.37,97.47
2026-03-26 08:09,86.7,17.31,97.46
2026-03-26 08:10,86.7,17.51,97.47
2026-03-26 08:11,87.1,17.61,97.47
2026-03-26 08:12,86.6,17.42,97.48
2026-03-26 08:13,86.4,17.56,97.47
2026-03-26 08:14,86.5,17.68,97.45
2026-03-26 08:15,86.8,17.37,97.47
2026-03-26 08:16,88,17.24,97.46
2026-03-26 08:17,89,17.07,97.45
2026-03-26 08:18,89.1,17.26,97.45
2026-03-26 08:19,88.9,17.27,97.44
2026-03-26 08:20,88.8,17.34,97.44
2026-03-26 08:21,88.6,17.45,97.45
2026-03-26 08:22,88,17.4,97.47
2026-03-26 08:23,88,17.49,97.55
2026-03-26 08:24,89.5,17.02,97.59
2026-03-26 08:25,90.1,17.05,97.6
2026-03-26 08:26,90.7,17.03,97.59
2026-03-26 08:27,90.5,17.13,97.56
2026-03-26 08:28,93.3,17.2,97.54
2026-03-26 08:29,90.2,17.93,97.45
2026-03-26 08:30,90.3,17.99,97.47
2026-03-26 08:31,90.4,18.05,97.5
2026-03-26 08:32,91.9,18.31,97.53
2026-03-26 08:33,91.6,18.24,97.53
2026-03-26 08:34,90.1,18.08,97.54
2026-03-26 08:35,90.7,18.03,97.54
2026-03-26 08:36,90.4,18.03,97.54
2026-03-26 08:37,91.5,17.75,97.53
2026-03-26 08:38,90.8,17.64,97.53
2026-03-26 08:39,90.6,17.65,97.54
2026-03-26 08:40,90.3,17.75,97.54
2026-03-26 08:41,90.9,17.75,97.56
2026-03-26 08:42,91.2,17.65,97.55
2026-03-26 08:43,92.2,17.66,97.56
2026-03-26 08:44,92.2,17.7,97.56
2026-03-26 08:45,92,17.61,97.54
2026-03-26 08:46,91.9,17.73,97.56
2026-03-26 08:47,91.7,17.68,97.55
2026-03-26 08:48,91.6,17.94,97.55
2026-03-26 08:49,91.3,17.82,97.56
2026-03-26 08:50,91.1,17.99,97.56
2026-03-26 08:51,91,17.89,97.55
2026-03-26 08:52,91,17.94,97.56
2026-03-26 08:53,90.7,17.93,97.56
2026-03-26 08:54,90.7,18,97.56
2026-03-26 08:55,90.6,17.94,97.56
2026-03-26 08:56,90.8,17.9,97.56
2026-03-26 08:57,90.8,18.08,97.56
2026-03-26 08:58,90.7,18.07,97.56
2026-03-26 08:59,90.4,18.17,97.57
2026-03-26 09:00,90.1,18.13,97.56
2026-03-26 09:01,90.1,18.03,97.57
2026-03-26 09:02,90,18.15,97.57
2026-03-26 09:03,89.9,18.31,97.57
2026-03-26 09:04,89.8,18.22,97.57
2026-03-26 09:05,89.9,18.15,97.57
2026-03-26 09:06,90.5,18.03,97.58
2026-03-26 09:07,90.8,17.87,97.57
2026-03-26 09:08,91.4,17.9,97.57
2026-03-26 09:09,91.9,17.92,97.58
2026-03-26 09:10,91.6,18.1,97.58
2026-03-26 09:11,90.8,18.11,97.56
2026-03-26 09:12,90.7,18.03,97.57
2026-03-26 09:13,91,18,97.56
2026-03-26 09:14,92.6,17.75,97.57
2026-03-26 09:15,93.1,17.94,97.58
2026-03-26 09:16,92.9,17.86,97.57
2026-03-26 09:17,92.6,17.92,97.57
2026-03-26 09:18,92.3,18,97.57
2026-03-26 09:19,92.2,18.05,97.56
2026-03-26 09:20,92.2,17.96,97.56
2026-03-26 09:21,92.8,17.97,97.55
2026-03-26 09:22,93.1,17.94,97.55
2026-03-26 09:23,93.2,17.8,97.56
2026-03-26 09:24,93,17.83,97.56
2026-03-26 09:25,93.1,17.99,97.56
2026-03-26 09:26,92.6,17.96,97.56
2026-03-26 09:27,92.4,18.11,97.56
2026-03-26 09:28,92,18.18,97.56
2026-03-26 09:29,91.1,18.18,97.56
2026-03-26 09:30,91.7,18.1,97.56
2026-03-26 09:31,92.1,18,97.56
2026-03-26 09:32,92.7,18.04,97.56
2026-03-26 09:33,92.9,18.1,97.56
2026-03-26 09:34,93.1,18,97.56
2026-03-26 09:35,92.9,18.04,97.56
2026-03-26 09:36,92.7,18.2,97.57
2026-03-26 09:37,92.4,18.07,97.56
2026-03-26 09:38,92.3,18.15,97.57
2026-03-26 09:39,92.3,18.35,97.57
2026-03-26 09:40,91.7,18.22,97.56
2026-03-26 09:41,91.7,18.14,97.58
2026-03-26 09:42,92,18.3,97.57
